title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
Heliocentrism,53605,1,"Historically, heliocentrism was opposed to geocentrism, which placed the Earth at the center.",delete,[],1,0.2857142857142857,2,7,#,-1
Heliocentrism,53605,2,"The notion that the Earth revolves around the Sun had been proposed as early as the 3rd century BC by Aristarchus of Samos, but at least in the medieval world, Aristarchus's heliocentrism attracted little attention—possibly because of the loss of scientific works of the Hellenistic Era.",rephrase,"['Many people proposed heliocentrism, such as Aristarchus of Samos from ancient Greece, but Nicolaus Copernicus was the first to think of good reasons why it is true.']",1,0.4285714285714285,3,7,#,-1
Heliocentrism,53605,3,"It was not until the 16th century that a mathematical model of a heliocentric system was presented, by the Renaissance mathematician, astronomer, and Catholic cleric Nicolaus Copernicus, leading to the Copernican Revolution.",delete,[],2,0.5714285714285714,3,7,#,-1
Heliocentrism,53605,4,"In the following century, Johannes Kepler introduced elliptical orbits, and Galileo Galilei presented supporting observations made using a telescope.",rephrase,['Other astronomers who made further advances after Copernicus were Johannes Kepler and Galileo Galilei.'],2,0.7142857142857143,4,7,#,-1
Heliocentrism,53605,5,"Nicolaus Copernicus in his ""De revolutionibus orbium coelestium"" (""On the revolution of heavenly spheres"", first printed in 1543 in Nuremberg), presented a discussion of a heliocentric model of the universe in much the same way as Ptolemy in the 2nd century had presented his geocentric model in his ""Almagest"".",rephrase,"['Copernicus explained why these things happen in 1543, when he published the book ""De revolutionibus orbium coelestium"" (""On the revolutions of the heavenly spheres"").']",3,0.8571428571428571,5,7,#,-1
Heliocentrism,53605,6,"Copernicus discussed the philosophical implications of his proposed system, elaborated it in geometrical detail, used selected astronomical observations to derive the parameters of his model, and wrote astronomical tables which enabled one to compute the past and future positions of the stars and planets.",delete,[],4,1.0,5,7,#,-1
Chicago blues,53796,0,"The Chicago blues is a form of blues music indigenous to Chicago, Illinois.",rephrase,"['The Chicago blues is a form of blues music that developed in Chicago, Illinois by adding electrically amplified guitar, drums, piano, bass guitar and sometimes saxophone to Delta blues.']",0,0.5,3,2,"The Chicago blues is a form of blues music native to Chicago, Illinois.",1
Chicago blues,53796,1,Chicago blues is an electric blues style of urban blues.,delete,[],1,1.0,5,2,#,-1
"Lipki, Kireyevsky District, Tula Oblast",53913,0,"Lipki is a town in Kireyevsky District of Tula Oblast, Russia, located 38 km south of Tula, the administrative center of the oblast.",ssplit,"[""Lipki (, 53°57'N 37°42'E) is a town in Tula Oblast, Russia."", 'Lipki is located 38 km south of Tula.']",0,0.25,2,4,"Lipki is a town in Kireyevsky District of Tula Oblast, Russia.",1
"Lipki, Kireyevsky District, Tula Oblast",53913,1,Population: (2010 Census) (2002 Census) (1989 Census),delete,[],2,0.5,3,4,#,-1
"Lipki, Kireyevsky District, Tula Oblast",53913,2,The village of Lipki has been known since at least the 17th century.,ignore,['The village of Lipki has been known since the 17th century.'],2,0.75,4,4,#,-1
"Lipki, Kireyevsky District, Tula Oblast",53913,3,"In 1949, it was granted urban-type settlement status due to the development of coal deposits.",delete,[],3,1.0,5,4,#,-1
Camberwell railway station (England),54003,0,"Camberwell is a closed railway station in Camberwell, South London, England.",ignore,"['Camberwell is a closed railway station in Camberwell, South London, England.']",0,0.3333333333333333,2,3,"It is a closed railway station in Camberwell, South London, England.",0
Camberwell railway station (England),54003,1,It opened in 1862 but was closed to passengers in 1916 and closed to all traffic in 1964.,ssplit,"['It was opened in 1862 by the London, Chatham and Dover Railway.', 'It closed to passengers in 1916 and closed to all traffic in 1964.']",1,0.6666666666666666,4,3,#,-1
Camberwell railway station (England),54003,2,The possibility of the station's re-opening has been raised in recent years.,delete,[],3,1.0,5,3,#,-1
Headquarters,54036,0,"Headquarters (commonly referred to as HQ or HD) denotes the location where most, if not all, of the important functions of an organization are coordinated.",rephrase,['Headquarters is a name given to the main building of an organization where most of its functions are done.'],0,0.25,2,4,"headquarters are the place where most, if not all, of the important functions of an organization are coordinated.",1
Headquarters,54036,1,"In the United States, the corporate headquarters represents the entity at the center or the top of a corporation taking full responsibility for managing all business activities.",delete,[],1,0.5,3,4,#,-1
Headquarters,54036,2,"In the United Kingdom, the term head office is most commonly used for the HQs of large corporations.",delete,[],1,0.75,4,4,#,-1
Headquarters,54036,3,The term is also used regarding military organizations.,ignore,['The term is also used regarding military organizations.'],1,1.0,5,4,#,-1
"Repentigny, Quebec",54287,0,"Repentigny is an off-island suburb of Montreal, Quebec, Canada.",rephrase,"['Repentigny is a suburb of Montreal, which is in Quebec, Canada.']",0,0.3333333333333333,2,3,"Mont Saint-Michel is a suburb of Montreal, Canada.",1
"Repentigny, Quebec",54287,1,"It is located north of the city on the lower end of the L'Assomption River, and on the Saint Lawrence River.",rephrase,['The town is on the north side of the St. Lawrence River'],1,0.6666666666666666,4,3,#,-1
"Repentigny, Quebec",54287,2,Repentigny and Charlemagne were the first towns off the eastern tip of the Island of Montreal.,delete,[],2,1.0,5,3,#,-1
Bike path,54376,0,A bike path is a bikeway separated from motorized traffic and dedicated to cycling or shared with pedestrians or other non-motorized users.,rephrase,['A bicycle path is a way marked for people on bicycles to use.'],0,0.0909090909090909,1,11,A bike path is a bikeway separated from motorized traffic. It is dedicated to cycling or shared with pedestrians or other non-motorized users.,2
Bike path,54376,1,"In the US a bike path sometimes encompasses ""shared use paths"", ""multi-use path"", or ""Class III bikeway"" is a paved path that has been designated for use by cyclists outside the right of way of a public road.",delete,[],1,0.1818181818181818,1,11,#,-1
Bike path,54376,2,It may or may not have a center divider or stripe to prevent head-on collisions.,delete,[],1,0.2727272727272727,2,11,#,-1
Bike path,54376,3,"In the UK, a ""shared-use footway"" or ""multi-use path"" is for use by both cyclists and pedestrians.",delete,[],1,0.3636363636363636,2,11,#,-1
Bike path,54376,4,Bike paths that follow independent rights-of-way are often used to promote recreational cycling.,delete,[],1,0.4545454545454545,3,11,#,-1
Bike path,54376,5,"In Northern European countries, cycling tourism represents a significant proportion of overall tourist activity.",delete,[],1,0.5454545454545454,3,11,#,-1
Bike path,54376,6,"Extensive interurban bike path networks can be found in countries such as Denmark or the Netherlands, which has had a national system of cycle routes since 1993.",rephrase,"['Many bicycle path networks can be found in countries such as Denmark or Netherlands, which has had a national system of cycle routes since 1993.']",1,0.6363636363636364,4,11,#,-1
Bike path,54376,7,These networks may use routes dedicated exclusively to cycle traffic or minor rural roads whose use is otherwise restricted to local motor traffic and agricultural machinery.,ignore,['These networks may use routes dedicated exclusively to cycle traffic or minor rural roads whose use is otherwise restricted to local motor traffic and agricultural machinery.'],2,0.7272727272727273,4,11,#,-1
Bike path,54376,8,"The ""Fietspad"" or Bicycle Path in the Netherlands is logically constructed to link shops, housing, stations, schools, workplaces for everyday cycling.",ssplit,"['The Dutch word ""Fietspad"" means Bicycle Path in English.', 'In the Netherlands you can go on the bicycle path to the shops, housing, stations, schools, and workplaces.']",3,0.8181818181818182,5,11,#,-1
Bike path,54376,9,The more sensible approach is based on efforts to increase Utility cycling.,ignore,['The more sensible approach is based on efforts to increase Utility cycling.'],5,0.9090909090909092,5,11,#,-1
Bike path,54376,10,"In countries like Denmark, the Netherlands and Germany the high levels of utility cycling also includes shopping trips e.g. 9% of all shopping trips in Germany are by bicycle.",ignore,"['In countries like Denmark, the Netherlands and Germany the high levels of utility cycling also includes shopping trips e.g. 9% of all shopping trips in Germany are by bicycle.']",6,1.0,5,11,#,-1
Airdrieonians F.C.,54384,0,Airdrieonians Football Club are a Scottish professional football team based in Airdrie who are members of the Scottish Professional Football League (SPFL) and play in Scottish League One.,ssplit,"['Airdrie United Football Club is a Scottish professional football team.', 'They are based in the town of Airdrie, North Lanarkshire.', 'They are members of the Scottish Football League.']",0,0.5,3,2,The Airdrieonians Football Club is a Scottish professional football team.,1
Airdrieonians F.C.,54384,1,They were formed in 2002 as Airdrie United Football Club following the liquidation of the original club.,delete,[],3,1.0,5,2,#,-1
Jewish Territorial Organization,54466,0,"The Jewish Territorial Organisation, known as the ITO, was a Jewish political movement which first arose in 1903 in response to the British Uganda Offer, but which was institutionalized in 1905.",delete,[],0,0.0294117647058823,1,34,,3
Jewish Territorial Organization,54466,1,"Its main goal was to find an alternative territory to that of the Land of Israel, which was preferred by the Zionist movement, for the creation of a Jewish homeland.",delete,[],0,0.0588235294117647,1,34,#,-1
Jewish Territorial Organization,54466,2,"The organization embraced what became known as ""Jewish Territorialism"" also known as ""Jewish Statism"" (though not to be confused with the political philosophy of the same name).",rephrase,"['Territorialism, also known as Statism (but not to be confused with another belief also called statism), was a Jewish political movement related to Zionism.']",0,0.088235294117647,1,34,#,-1
Jewish Territorial Organization,54466,3,The ITO was dissolved in 1925.,rephrase,['The ITO broke up in 1925.'],1,0.1176470588235294,1,34,#,-1
Jewish Territorial Organization,54466,4,"The Jewish Colonization Association, created in 1891 by the Baron Maurice de Hirsch, was aimed at facilitating mass emigration of Jews from the Russian Empire and other Eastern European countries, by settling them in agricultural colonies on lands purchased by the committee, particularly in North and South America (especially Argentina).",rephrase,"['The Jewish Colonization Association, started in 1891 by the Baron Maurice de Hirsch, was started to help move many Jews from Russia and other Eastern European countries.']",2,0.1470588235294117,1,34,#,-1
Jewish Territorial Organization,54466,5,Before 1905 some Zionist leaders took seriously proposals for Jewish homelands in places other than the Land of Israel.,rephrase,"['Before 1905, some Zionist leaders were thinking about making places for Jews to call home other than Palestine.']",3,0.1764705882352941,1,34,#,-1
Jewish Territorial Organization,54466,6,"Theodor Herzl hoped for a Jewish homeland in the Land of Israel but recognized that global events demanded an immediate solution to the Jewish problem, in Russia at least, even if that solution required Jewish refugees to settle outside of Eretz Israel.",delete,[],4,0.2058823529411764,2,34,#,-1
Jewish Territorial Organization,54466,7,"Theodor Herzl's ""Der Judenstaat"" argued for a Jewish state in either Palestine, ""our ever-memorable historic home"", or Argentina, ""one of the most fertile countries in the world"".",ignore,"['Theodor Herzl\'s ""Der Judenstaat"" argued for a Jewish state in either Palestine, ""our ever-memorable historic home"", or Argentina, ""one of the most fertile countries in the world"".']",4,0.2352941176470588,2,34,#,-1
Jewish Territorial Organization,54466,8,"Many of the socialist Zionist groups were more territorialist than Zionist, such as Nachman Syrkin's Zionist Socialist Workers Party (the Z.S.).",ignore,"[""Many of the socialist Zionist groups were more territorialist than Zionist, such as Nachman Syrkin's Zionist Socialist Workers Party (the Z.S.).""]",5,0.2647058823529412,2,34,#,-1
